id	filename	md5	size	state	acl	project_id	category
011b69e5-522b-4305-add7-c0b8e56f430d	ebab4a1e-13f8-42f0-a8d3-09b6f59df077_wxs_gdc_realn.bam	d949626d9e55ec12a061829cdf21e010	70664557686	released	[b'phs002790']	CCDI-MCI	data_file
011c03e8-7130-4de2-beff-c64fdbedb63b	5b5a68a9-85a8-4c48-a440-78c12fe23ac6_noid_Grn.idat	459abc684c3fb7e98fd00ceb4fab6cde	14370453	released	[b'open']	CCDI-MCI	data_file
011e2865-2ad7-4a65-bef3-1960a981ce30	7be16734-fd6b-441a-9ab7-27b4e0297d5c_noid_Grn.idat	c8e6089757fb8cddf6e5f332414643d9	13687089	released	[b'open']	CCDI-MCI	data_file
2808a82b-7efd-44f7-bbf0-4bda986d3707	20bb307c-5a9a-4882-8799-1f9ba438032b_wxs_gdc_realn.bai	738dae9f82abf235337029c777ea8fbd	8366760	released	[b'phs002790']	CCDI-MCI	index_file
0122188e-79eb-4d06-8868-10bcb058d821	20bb307c-5a9a-4882-8799-1f9ba438032b_wxs_gdc_realn.bam	ef064d54197f54747597ff1197f5ffa5	39364075286	released	[b'phs002790']	CCDI-MCI	data_file
0124b62b-2bec-4d70-8d6b-7f3ff77e45ae	451a2ff5-da71-4ca8-96f4-606a180ccd78_noid_Grn.idat	2e849a58c52a963cec978edd509da02c	13687079	released	[b'open']	CCDI-MCI	data_file
0126c251-e629-4e9c-b068-1c13bce05e7b	f6fe14aa-a9c5-496e-bfcd-fc574ccb49ef_noid_Grn.idat	881beab768b162f949c1e34d5113d768	13687094	released	[b'open']	CCDI-MCI	data_file
012a0d09-676e-4df3-a406-95e493293fd9	764ee2d2-2e6e-47b7-a780-7a62a0f7d1a0_noid_Grn.idat	39b0c3873fa88e26a297682b36f9f797	13687054	released	[b'open']	CCDI-MCI	data_file
675365aa-3afe-4651-a187-507a7ffd6667	9b52a3b2-8ead-4b0d-b4a3-cd854256891e_wxs_gdc_realn.bai	ad67a3bfc1302b7bf0de2dc955415f80	7281184	released	[b'phs002790']	CCDI-MCI	index_file
012bdff1-75e6-429f-bcc6-6a81104eb20c	9b52a3b2-8ead-4b0d-b4a3-cd854256891e_wxs_gdc_realn.bam	c6a4c7171e4dcbd66d9d6236c81fbd6e	76591535404	released	[b'phs002790']	CCDI-MCI	data_file
47f6c85e-0979-4bfa-bf09-07c8d2373f49	e9a5475b-ec5b-4bd4-9513-09e9ac830f7b_wxs_gdc_realn.bai	ce70e97d09783d0ed33f670624e689f2	9037304	released	[b'phs002790']	CCDI-MCI	index_file
013032a8-c88b-4211-92f0-24d45d03b682	e9a5475b-ec5b-4bd4-9513-09e9ac830f7b_wxs_gdc_realn.bam	a947252df9c583404d2eebb60dc237c9	275865239153	released	[b'phs002790']	CCDI-MCI	data_file
b7da97f0-4f89-4968-8426-0f22b2eb8666	c4219c0d-a70b-4ec9-b439-2723d016b4cc_wxs_gdc_realn.bai	5ebcd70419ebc19d3fb194a961fb3510	8078552	released	[b'phs002790']	CCDI-MCI	index_file
0135df95-6b76-4065-ab78-7edd09f42f0a	c4219c0d-a70b-4ec9-b439-2723d016b4cc_wxs_gdc_realn.bam	4739614d02394306017801287ad302e0	143089935018	released	[b'phs002790']	CCDI-MCI	data_file
01377efb-796a-4794-98bd-0baffeb8e6a0	b77ffa1d-68d5-4e55-bef8-0aa03bb5a117_noid_Grn.idat	b8f4a45fd5d6bfcfa2079660bbe68abf	13687054	released	[b'open']	CCDI-MCI	data_file
24a09e56-af5a-42a4-91a6-f94a448f96ec	5fec2dd7-1ad2-4852-9160-b8bf5524749a_wxs_gdc_realn.bai	a3a5c78ad95d5c724461944004c18d01	7463000	released	[b'phs002790']	CCDI-MCI	index_file
01389792-cbd7-4edf-895f-d9f98ca784e8	5fec2dd7-1ad2-4852-9160-b8bf5524749a_wxs_gdc_realn.bam	42285f4f3ac67d2977f66880354772cc	100344576479	released	[b'phs002790']	CCDI-MCI	data_file
013a21b2-de5b-4f3a-8d69-d5578bfb513d	a11c1199-83a8-4438-b4a4-d85d9fedc3e9_noid_Grn.idat	c04c6b57ecb40cc4ccf98fb8ac6d5646	14370458	released	[b'open']	CCDI-MCI	data_file
01441b61-1f3d-4448-8f51-f92f79853475	b9807e6e-0de7-4ca6-b310-5a8b087cb978_noid_Grn.idat	1fce41775dbc91db3b888f6245987c3b	13687069	released	[b'open']	CCDI-MCI	data_file
01493d42-3537-4ed3-abba-0ca49a9f76d8	7d7c8593-a134-4634-bbbc-90a2f0f1f5c4_noid_Grn.idat	4c0546fefaae3d5592b544a2804c2e30	13687074	released	[b'open']	CCDI-MCI	data_file
014c81a5-6092-4302-bb87-f6220a7a3b07	cd1c1c38-89b1-4068-b0d2-5c1ca75ef2d9_noid_Grn.idat	1fa212c48cbec05fc4286f7f843f1e81	13687098	released	[b'open']	CCDI-MCI	data_file
01503354-77d7-445a-8d8e-31e646a4a80f	e8d0754e-9060-4844-bd26-1f7b5c1016ac.methylation_array.sesame.level3betas.txt	9f4248a3e9a1368a1b4a8f5aa6f896d6	20856525	released	[b'open']	CCDI-MCI	data_file
459644bc-9ca4-41cf-bacd-bae17d102c2f	47b39128-b3fc-43bd-b2e5-89a1f1080964_wxs_gdc_realn.bai	7610c5d911ccc6c02675b6ca71332324	6891552	released	[b'phs002790']	CCDI-MCI	index_file
01518cf8-5767-49c5-a70e-7f8614f832f2	47b39128-b3fc-43bd-b2e5-89a1f1080964_wxs_gdc_realn.bam	e07df0d3d6269d2bb8bbf11126fa2012	50524554328	released	[b'phs002790']	CCDI-MCI	data_file
0157b7c2-4b9a-498d-88a2-ccd8f45e0dee	53b15ae0-29ec-4d01-a6db-09b17adae0d4_noid_Grn.idat	e56f1246318d908e516a6e3cd9538922	13687064	released	[b'open']	CCDI-MCI	data_file
